"assignment_date","comp_roomtypename","agoda_roomtypename","hotel_id","hotel_id2","hotel_name","country_name","is_matched","levenshtein_score","dicesoresen_score","hamming_score","jaccard_score","jaro_score","jarowinkler_score","ngram_score_2","ngram_score_3","ngram_score_4","overlap_score","ratcliff_score","is_metaphone","is_nysiis","is_soundex","datadate"
"8/21/2019 0:00",Superior Twin Pool View,Superior Twin Pool View,281816,281816,eOCambo Village,Cambodia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Cupids Cottage,Cupids Cottage,182053,182053,Stonewell Cottages & Vineyards Retreat,Australia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Premier Deluxe,Premier Deluxe,148943,148943,Bora Sky Hotel,Philippines,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Standard Double Bed Only,Standard Double Bed Only,285514,285514,At Phuket Inn Patong Beach,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Jungle Suite,Jungle Suite,271465,271465,Vana Varin Resort Hua Hin,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Standard Double with View,Standard Double with View,1116601,1116601,Ambassador Hill,Myanmar,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Twin Room with Sea View,Twin Room with Sea View,535994,535994,Serein Beach Hotel,Sri Lanka,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Suite Garden View,Suite Garden View,108953,108953,Katiliya Mountain Resort & Spa,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Express Room,Express Room,3765048,3765048,Grand Sri Lagenda Hotel,Malaysia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Hideaway Pool Villa,Hideaway Pool Villa,69390,69390,Santhiya Koh Phangan Resort & Spa,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",En Suite Double Room,En Suite Double Room,127368,127368,Garth Hotel,United Kingdom,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Junior Suite King,Junior Suite King,1159104,1159104,Sanae' Hotel Chiang Mai,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Standard Apartment,Standard Apartment,782576,782576,Lotus Apartment Hotel,Vietnam,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Urban Cabin,Urban Cabin,564176,564176,Hotel Kai,Singapore,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00","1 Bedroom Villa With Pool","1 Bedroom Villa with Pool",488600,488600,Legian Kriyamaha Villa,Indonesia,1,1,0.96,1,0.9230769230769231,0.9733333333333333,0.984,0.9166666666666666,0.8695652173913043,0.8181818181818182,0.96,0.96,,,,20210202
"8/21/2019 0:00",Double Pods,Double PODs,738638,738638,PODs The Backpackers Home & Cafe,Malaysia,1,2,0.8181818181818182,2,0.6923076923076923,0.8787878787878789,0.9272727272727274,0.7,0.6666666666666666,0.625,0.8181818181818182,0.8181818181818182,true,true,true,20210202
"8/21/2019 0:00",Bungalow Garden,Bungalow Garden,621047,621047,Kwai Noy River Park Resort,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Superior King Room with Balcony,Superior King Room with balcony,741673,741673,Avenue Hotel Canberra,Australia,1,1,0.967741935483871,1,0.9375,0.978494623655914,0.9870967741935484,0.9333333333333333,0.896551724137931,0.8571428571428571,0.967741935483871,0.967741935483871,true,true,true,20210202
"8/21/2019 0:00",Standard Double Room No Window,Standard Double Room No Window,528664,528664,Bloc Hotel Gatwick,United Kingdom,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Quadraple Room With Private Bathroom,Quadraple Room with Private Bathroom,2959348,2959348,Suneta Hostel Chiang Mai,Thailand,1,1,0.9722222222222222,1,0.9459459459459459,0.9814814814814815,0.9888888888888889,0.9428571428571428,0.9117647058823529,0.8787878787878788,0.9722222222222222,0.9722222222222222,true,true,true,20210202
"8/21/2019 0:00",Standard Double or Twin with City View,Standard Double or Twin with city view,802894,802894,Ocean Haven Hotel,Vietnam,1,2,0.9473684210526315,2,0.9,0.9649122807017543,0.9789473684210526,0.8918918918918919,0.8333333333333334,0.7714285714285715,0.9473684210526315,0.9473684210526315,true,true,true,20210202
"8/21/2019 0:00",Superior Pool Access,Superior Pool Access,802276,802276,Bali Mega Hotel,Indonesia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Gumamela Suite,Gumamela Suite,727591,727591,Boracay Suites,Philippines,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Twin Room with Fan,Twin Room with Fan,263758,263758,Garden House Guesthouse,Cambodia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",One Bedroom,One Bedroom,176368,176368,ZEN Rooms Broadway Court QC,Philippines,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Garden View Bungalow,Garden View Bungalow,11012,11012,Victoria Phan Thiet Beach Resort and Spa,Vietnam,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Lake View Room,Lake View Room,1196073,1196073,Thongsathit Hill Resort KhaoYai,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Economy Triple Room With Shared Bathroom,Economy Triple Room with Shared Bathroom,5498483,5498483,Folk Poshtel Asok,Thailand,1,1,0.975,1,0.9512195121951219,0.9833333333333334,0.99,0.9487179487179487,0.9210526315789473,0.8918918918918919,0.975,0.975,true,true,true,20210202
"8/21/2019 0:00",Budget No Window,Budget No Window,288710,288710,Islanda Boutique Hotel,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Standard King Room,Standard King Room,161874,161874,Quality Hotel Parnell,New Zealand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Family Room with Balcony,Family Room with Balcony,5436353,5436353,AYA Homestay,Vietnam,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Superior Garden,Superior Garden,10357,10357,Rama Candidasa Resort & Spa,Indonesia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Garden View Suite,Garden View Suite,2191573,2191573,The Lalit Mangar,India,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Deluxe Room Downtown View,Deluxe Room Downtown View,758338,758338,DAMAC Maison Cour Jardin,United Arab Emirates,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Comfy Studio,Comfy Studio,547906,547906,Veranda High Residence,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Luxury,Luxury,2102411,2102411,Udaan Woodberry Hotel & Spa,India,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00","1 Bedroom Garden View Villa","1 Bedroom Garden View Villa",97589,97589,Anahata Villas & Spa Resort,Indonesia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,20210202
"8/21/2019 0:00",PREMIUM ROOM,Premium Room,544314,544314,Haywizz Hotel - Port Blair,India,1,9,0.25,9,0.14285714285714285,0.5,0.55,0.09090909090909091,0.0,0.0,0.25,0.25,true,true,true,20210202
"8/21/2019 0:00",Classic Room,classic Room,267858,267858,Sterling Ooty Fern Hill,India,1,1,0.9166666666666666,1,0.8461538461538461,0.9444444444444443,0.9444444444444443,0.9090909090909091,0.9,0.8888888888888888,0.9166666666666666,0.9166666666666666,true,true,true,20210202
"8/21/2019 0:00",Superior Twin No Window,Superior Twin No Window,1161490,1161490,Avanti Hotel,Vietnam,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Andaman Cottage,Andaman Cottage,444300,444300,Sea Shell Neil,India,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00","3 Bedroom Deluxe Pool Villa","3 Bedroom Deluxe Pool Villa",1076836,1076836,Villa Saifon,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,20210202
"8/21/2019 0:00","""""""Executive Suite, 1 Bedroom Suite, 1 King""""""","""""""Executive Suite, 1 Bedroom Suite, 1 King""""""",182665,182665,Sheraton Abu Dhabi Hotel & Resort,United Arab Emirates,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,20210202
"8/21/2019 0:00",Medium Room,Medium Room,284124,284124,The Fleming,Hong Kong,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Admiral Suite,Admiral Suite,293653,293653,Admiral Nelson Motor Inn,Australia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Family Suite 1,Family Suite 1,284503,284503,Roseate Ratchada,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Luxury Double Room,Luxury Double Room,148406,148406,Lakeview Boutique Hotel & Conference Center,South Africa,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Budget Studio,Budget Studio,2446,2446,Beachcomber Resort Surfers Paradise,Australia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Double Economy,Double Economy,49537,49537,Marcella Royal Hotel,Italy,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Compact Room,Compact Room,255482,255482,International Inn,India,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Budget Double,Budget Double,11834,11834,Miss Maud Swedish Hotel,Australia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Twin/Double,Twin/Double,118397,118397,Savoy Hotel,Greece,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Superior City View - Twin Bed,Superior City View - Twin Bed,445829,445829,Chau Loan Grand Hotel,Vietnam,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Stream Villa,Stream Villa,247680,247680,The World Backwaters,India,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Studio Balcony,Studio Balcony,568160,568160,Diamond Bay Residence,Vietnam,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Queen Room with Garden View,Queen Room With Garden View,5943582,5943582,Tam Coc Mountain Bungalow,Vietnam,1,1,0.9629629629629629,1,0.9285714285714286,0.9753086419753085,0.9851851851851852,0.9230769230769231,0.88,0.8333333333333334,0.9629629629629629,0.9629629629629629,true,true,true,20210202
"8/21/2019 0:00",Family Queen Room,Family Queen Room,165275,165275,Pan Pacific Melbourne,Australia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Superior Apartment,Superior Apartment,181584,181584,My Apartments High Street Kensington,United Kingdom,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Standard Suite,Standard Suite,69492,69492,Byron At Byron Resort,Australia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",One-Bedroom Apartment,One-Bedroom Apartment,127420,127420,Marlin Apartments City Limehouse,United Kingdom,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Standard Two Single Beds,Standard Two Single Beds,1158897,1158897,Halo Homestay,Vietnam,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Garden View Eco Tent,Garden View Eco Tent,178326,178326,Ramada Eco Beach Resort,Australia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Deluxe Double with Window,Deluxe Double with Window,1270422,1270422,Ciao Saigon Hotel & Spa,Vietnam,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Double Tent With Shared Bathroom,Double Tent with Shared Bathroom,4910673,4910673,Hostel Ah Wai Hostel Ah Zhi,Malaysia,1,1,0.96875,1,0.9393939393939394,0.9791666666666666,0.9874999999999999,0.9354838709677419,0.9,0.8620689655172413,0.96875,0.96875,true,true,true,20210202
"8/21/2019 0:00",Vip,VIP,1060150,1060150,Loginn Hotel,Thailand,1,2,0.3333333333333333,2,0.2,0.5555555555555555,0.5999999999999999,0.0,0.0,,0.3333333333333333,0.3333333333333333,true,true,true,20210202
"8/21/2019 0:00",Economy Single,Economy Single,296153,296153,Serene Asoke Suites,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Cosy Room,Cosy Room,237747,237747,Asian Ruby Select Hotel,Vietnam,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Golden Grand Deluxe King Size Bed,Golden Grand Deluxe King Size Bed,248379,248379,Golden House,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Executive studio for 2,Executive Studio For 2,442328,442328,Aoraki Court Motel,New Zealand,1,2,0.9090909090909091,2,0.8333333333333334,0.9393939393939394,0.9636363636363636,0.8095238095238095,0.7,0.5789473684210527,0.9090909090909091,0.9090909090909091,true,true,true,20210202
"8/21/2019 0:00",Traditional Room,Traditional Room,285732,285732,Mooltan House,Australia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Standard Room with Mountain View,Standard Room with Mountain View,148528,148528,b'aha Simon\x92s Town Quayside Hotel',South Africa,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Mews Standard Room,Mews Standard Room,251714,251714,Muntri Mews,Malaysia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Water Villa with Private Pool,Water Villa with Private Pool,1162982,1162982,Milaidhoo Island Maldives,Maldives,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Pansy,Pansy,148974,148974,Aurora Resort Khao Yai,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Twin bed,Twin Bed,280911,280911,The Heritage Hotel,Sri Lanka,1,1,0.875,1,0.7777777777777778,0.9166666666666666,0.95,0.7142857142857143,0.5,0.4,0.875,0.875,true,true,true,20210202
"8/21/2019 0:00",Grand Deluxe Ocean Court Twin,Grand Deluxe Ocean Court Twin,5941544,5941544,The Apurva Kempinski Bali,Indonesia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Superior City View Double,Superior City View Double,11017,11017,Rex Hotel Vung Tau,Vietnam,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Twin Bedroom,Twin Bedroom,148893,148893,Barry House Hotel,United Kingdom,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Aura,Aura,299937,299937,ME London Hotel,United Kingdom,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Standard Twin Ground Floor,Standard Twin Ground Floor,168891,168891,Samui Seabreeze Place,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Deluxe Queen Room With Window,Deluxe Queen Room with Window,5315575,5315575,Wanderlust Bungalows,Vietnam,1,1,0.9655172413793104,1,0.9333333333333333,0.9412972085385879,0.9647783251231528,0.9285714285714286,0.8888888888888888,0.8461538461538461,0.9655172413793104,0.9655172413793104,true,true,true,20210202
"8/21/2019 0:00",Superior King or Twin Room,Superior King or Twin room,96962,96962,Radisson Blu Edwardian New Providence Wharf Hotel,United Kingdom,1,1,0.9615384615384616,1,0.9259259259259259,0.9743589743589745,0.9846153846153847,0.92,0.875,0.8260869565217391,0.9615384615384616,0.9615384615384616,true,true,true,20210202
"8/21/2019 0:00",Deluxe Pool View,Deluxe Pool View,10327,10327,Bali Dynasty Resort,Indonesia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Deluxe Garden View Double Room,Deluxe Garden View Double Room,256563,256563,Viet Thanh Resort Phu Quoc,Vietnam,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Family Double,Family Double,665952,665952,Excella Hotel,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00","""""""Double Room - Parking Excluded, Check-In After 3:00 Pm""""""","""""""Double Room - Parking Excluded, Check-In After 3:00 PM""""""",77381,77381,Dolamanco Hotel,Taiwan,1,1,0.9833333333333333,1,0.9672131147540983,0.9888888888888889,0.9933333333333334,0.9661016949152542,0.9482758620689655,0.9298245614035088,0.9833333333333333,0.9833333333333333,,,,20210202
"8/21/2019 0:00",Hillside Haven,Hillside Haven,293159,293159,Seclude Adults Luxury Rainforest Retreat,Australia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",King Guest Room,King Guest Room,555369,555369,Hilton Istanbul Bomonti Hotel & Conference Center,Turkey,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Smart Studio,Smart Studio,84278,84278,The Library Hotel,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",King Suite with Pool View,King Suite with Pool View,746220,746220,Star View - Villa Pedro Boutique Wellness Resort,Philippines,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Deluxe Room Two Twin Beds,Deluxe Room two twin beds,409567,409567,Four Seasons Hotel Baku,Azerbaijan,1,3,0.88,3,0.7857142857142857,0.9199999999999999,0.952,0.75,0.6086956521739131,0.45454545454545453,0.88,0.88,true,true,true,20210202
"8/21/2019 0:00",Junior Suite Sea View,Junior Suite Sea View,1031462,1031462,Phi Phi Nice Beach Hotel Hip,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Classic King Room,Classic King Room,1027,1027,Scenic Hotel Auckland,New Zealand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Superior Triple Room,Superior Triple Room,69884,69884,Cromwell International Hotel,United Kingdom,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Lagoon Deluxe Room,Lagoon Deluxe Room,6866640,6866640,Regant Lake Village,India,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Deluxe King or Twin,Deluxe King Or Twin,237297,237297,Bunwin Boutique Hotel,Cambodia,1,1,0.9473684210526315,1,0.9,0.9649122807017543,0.9789473684210526,0.8888888888888888,0.8235294117647058,0.75,0.9473684210526315,0.9473684210526315,true,true,true,20210202
"8/21/2019 0:00",Poolside King Suite,Poolside King Suite,401090,401090,Beach Hotel Resort,Australia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Small Double Room,Small Double Room,51239,51239,London House Hotel,United Kingdom,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",VIP Double,VIP Double,3587289,3587289,Murni's Houses and Spa Ubud,Indonesia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Traditional Queen Room,Traditional Queen Room,165384,165384,Miners Lodge Motor Inn,Australia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Standard Non Sea View,Standard Non Sea View,400316,400316,Thande Beach Resort Ngapali,Myanmar,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Deluxe Zen Double,Deluxe Zen Double,294277,294277,Le Apple Boutique Hotel Bukit Bintang,Malaysia,0,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Standard Twin Room No Window,Standard Twin Room No Window,174438,174438,New Usouk Boutique Hotel,Laos,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Garden Pavilion,Garden Pavilion,48372,48372,Layana Resort & Spa - Adults Only,Thailand,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Executive Twin Bed,Executive Twin Bed,433018,433018,El Cavana Hotel,Indonesia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Studio 25,Studio 25,5596113,5596113,DE BRAGA by ARTOTEL,Indonesia,1,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,true,true,20210202
"8/21/2019 0:00",Triple Room with Bathroom,Triple Room With Bathroom,426356,426356,Anwar House,United Kingdom,1,1,0.96,1,0.9230769230769231,0.9733333333333333,0.984,0.9166666666666666,0.8695652173913043,0.8181818181818182,0.96,0.96,true,true,true,20210202
